Price,Close,High,Low,Open,Volume
Ticker,NKE,NKE,NKE,NKE,NKE
Date,,,,,
2020-01-02,94.27326965332031,94.28249601451523,93.1847912748212,93.49842421658445,5644100
2020-01-03,94.01499938964844,94.08879621296971,92.52987174915702,92.78815359312902,4541800
2020-01-06,93.9319839477539,93.94120327249905,93.04644317419925,93.12023296042278,4612400
2020-01-07,93.88584899902344,94.77138967661219,92.99108196003692,93.913521045565,6719900
2020-01-08,93.67371368408203,94.21794949274128,93.02800195180697,93.45232318508029,4942200
2020-01-09,93.609130859375,94.46699957623201,93.52610767379404,94.03345203664318,5007500
2020-01-10,93.07412719726562,94.0242385545258,92.9449862576955,93.98734013784099,5135300
2020-01-13,94.23638153076172,94.40241381208158,93.00030948116122,93.16634880013288,6722400
2020-01-14,94.93742370605469,95.83219069520791,94.41163373809319,94.50387623397827,5088500
2020-01-15,94.81751251220703,95.65692840333934,94.53155865357371,95.24183363837798,4209200
2020-01-16,95.3525390625,95.53702408052207,94.87286675539892,94.900538804337,6571700
2020-01-17,96.4225845336914,96.44103726185485,95.3248794505405,95.40790265196847,6271200
2020-01-21,96.46868133544922,96.57015019795557,95.75839929790472,96.16427474793015,4854700
2020-01-22,96.38567352294922,97.42803436074065,96.32110305812033,96.85611950250419,5031400
2020-01-23,95.02967834472656,96.27497683007788,94.66070831403958,95.96134385881128,7102900
2020-01-24,94.11646270751953,95.83220004138724,93.77516473569393,95.55546548909167,3839300
2020-01-27,92.4653091430664,92.89885671984305,90.40827354122165,90.59275857754434,9841400
2020-01-28,92.62212371826172,93.2124842449589,91.80114635324419,92.55754621792825,5673200
2020-01-29,92.0963134765625,93.44308071344358,91.47828098798865,93.23091663053306,4503700
2020-01-30,90.57428741455078,92.01328999857031,89.81788771812371,91.3399064338439,7065100
2020-01-31,88.83089447021484,90.81413304630878,88.48036308315828,90.5005071080501,8780300
2020-02-03,91.57051849365234,93.09254428542619,90.92481399418526,91.32146305461539,9727000
2020-02-04,93.51687622070312,94.80829240684825,93.4061880294906,94.00577486994926,6559600
2020-02-05,92.74202728271484,94.06111546760883,91.8103618279613,93.86740410253861,6108300
2020-02-06,92.49295806884766,93.65523321250681,92.39149625059567,93.07409915950286,5641800
2020-02-07,91.72736358642578,92.61290444425055,91.29381600196244,92.06866161343918,4121800
2020-02-10,92.26237487792969,92.71437519806449,91.3214898967728,91.52442766701239,4213900
2020-02-11,92.26237487792969,92.56678153328905,91.72736543725196,92.30849965758533,4871800
2020-02-12,95.01123046875,95.08502728824766,92.64978854604138,92.92651606267951,8075600
2020-02-13,95.3525390625,95.69383704960606,93.79361462089997,94.55924081723094,5386800
2020-02-14,95.50934600830078,95.83219828830492,94.5038837218286,95.50011964668585,4305300
2020-02-18,94.08879089355469,95.36175435444217,93.72904019726796,95.01123001996208,4916200
2020-02-19,94.51313018798828,95.37099902171218,94.48545813490902,94.6976222712723,6200500
2020-02-20,94.57770538330078,94.669947910725,92.75127941227856,94.51313491033845,6427600
2020-02-21,92.47451782226562,94.1625830286561,91.90260305878778,94.08878621317798,5750900
2020-02-24,88.47114562988281,89.54117142512679,87.86233238958259,88.1298405978067,8364200
2020-02-25,85.69459533691406,89.25521088988769,85.43631351029869,88.87700747402093,9602100
2020-02-26,84.86441040039062,87.30887580314986,84.85518403741298,85.86064647238844,9308400
2020-02-27,81.68199920654297,85.84219519788091,81.63587442852779,83.0195333171469,12825700
2020-02-28,82.67634582519531,82.75959934224129,78.76360695345916,79.5776029199451,16552400
2020-03-02,85.72887420654297,86.15437273392784,81.3166338004946,82.87987670264823,14102000
2020-03-03,84.11009979248047,87.85634591257215,83.77709982370888,85.78434453862066,14767600
2020-03-04,86.75559997558594,86.78334879817929,84.02685048667077,85.17385357316567,6904400
2020-03-05,83.7863540649414,84.80385086070773,83.19435567259818,84.41535323895326,8851100
2020-03-06,81.73286437988281,82.68561166324865,79.43886509701996,81.73286437988281,12336400
